71	7	1 1 1 1 1 2 5
72	5	1 1 1 1 8
73	2	1 11
74	6	1 1 1 1 3 5
75	5	1 1 1 1 8
76	7	1 1 1 1 1 2 5
77	5	1 1 1 3 6
78	7	1 1 1 1 1 2 5
79	5	1 1 1 3 6
80	6	1 1 1 1 1 7
81	2	10 2
82	3	1 1 10
83	7	1 1 1 1 1 3 4
84	5	1 1 1 2 7
85	9	1 1 1 1 1 1 1 1 4
86	6	1 1 1 1 1 7
87	7	1 1 1 1 1 2 5
88	10	1 1 1 1 1 1 1 1 2 2
89	3	1 2 9
90	7	1 1 1 1 1 2 5
91	3	2 2 8
92	9	1 1 1 1 1 1 1 1 4
93	5	1 1 1 2 7
94	5	1 1 1 1 8
95	6	1 1 1 1 3 5
96	6	1 1 1 2 2 5
97	3	1 1 10
98	8	1 1 1 1 1 1 1 5
99	5	1 1 1 2 7
100	4	1 1 1 9
101	3	1 1 10
102	6	1 1 1 1 2 6
103	5	1 1 1 1 8
104	10	1 1 1 1 1 1 1 1 1 3
105	3	1 2 9
106	5	1 1 1 2 7
107	6	1 1 1 2 2 5
108	7	1 1 1 1 1 1 6
109	6	1 1 1 1 4 4
110	7	1 1 1 1 1 3 4
111	6	1 1 1 1 1 7
112	7	1 1 1 1 1 1 6
113	6	1 1 1 2 2 5
114	6	1 1 1 1 1 7
115	2	1 11
116	4	1 1 3 7
117	8	1 1 1 1 1 1 2 4
118	9	1 1 1 1 1 1 1 1 4
119	6	1 1 1 1 2 6
120	11	1 1 1 1 1 1 1 1 1 1 2
121	5	1 1 1 2 7
122	10	1 1 1 1 1 1 1 1 1 3
123	9	1 1 1 1 1 1 1 1 4
124	6	1 1 1 1 1 7
125	5	1 1 1 1 8
126	6	1 1 1 1 1 7
127	8	1 1 1 1 1 1 3 3
128	5	1 1 1 1 8
129	4	1 1 1 9
130	8	1 1 1 1 1 1 2 4
131	3	1 5 6
132	8	1 1 1 1 1 1 1 5
133	9	1 1 1 1 1 1 1 1 4
134	9	1 1 1 1 1 1 1 1 4
135	1	12
136	7	1 1 1 1 1 1 6
137	6	1 1 1 2 3 4
138	5	1 1 1 2 7
139	9	1 1 1 1 1 1 1 2 3
140	6	1 1 1 1 1 7
141	6	1 1 1 2 3 4
142	10	1 1 1 1 1 1 1 1 1 3
143	8	1 1 1 1 1 1 2 4
144	9	1 1 1 1 1 1 1 1 4
145	2	10 2
146	8	1 1 1 1 1 1 2 4
147	5	1 1 1 1 8
148	6	1 1 1 2 2 5
149	6	1 1 1 1 2 6
150	5	1 1 1 2 7
151	8	1 1 1 1 1 1 3 3
152	5	1 1 1 1 8
153	5	1 1 1 1 8
154	7	1 1 1 1 1 2 5
155	5	1 1 1 2 7
156	5	1 1 1 1 8
157	8	1 1 1 1 1 1 2 4
158	8	1 1 1 1 1 1 2 4
159	9	1 1 1 1 1 1 1 1 4
160	5	1 1 1 2 7
161	6	1 1 1 1 1 7
162	7	1 1 1 1 1 1 6
163	7	1 1 1 1 1 2 5
164	9	1 1 1 1 1 1 1 1 4
165	4	1 1 1 9
166	6	1 1 1 2 3 4
167	3	1 1 10
168	5	1 1 1 2 7
169	5	1 1 1 1 8
170	8	1 1 1 1 1 1 1 5
171	6	1 1 1 1 2 6
172	5	1 1 1 2 7
173	3	1 1 10
174	7	1 1 1 1 2 2 4
175	4	1 1 1 9
176	8	1 1 1 1 1 2 2 3
177	8	1 1 1 1 1 1 2 4
178	3	1 4 7
179	5	1 1 1 2 7
180	10	1 1 1 1 1 1 1 1 1 3
181	7	1 1 1 1 1 2 5
182	9	1 1 1 1 1 1 1 1 4
183	6	1 1 1 1 2 6
184	6	1 1 1 1 2 6
185	5	1 1 1 2 7
186	9	1 1 1 1 1 1 1 1 4
187	4	1 1 2 8
188	9	1 1 1 1 1 1 1 1 4
189	7	1 1 1 1 1 2 5
190	8	1 1 1 1 1 1 1 5
191	7	1 1 1 1 2 2 4
192	1	12
193	10	1 1 1 1 1 1 1 1 1 3
194	9	1 1 1 1 1 1 1 1 4
195	3	1 2 9
196	5	1 1 1 2 7
197	9	1 1 1 1 1 1 1 1 4
198	11	1 1 1 1 1 1 1 1 1 1 2
199	6	1 1 1 1 3 5
200	9	1 1 1 1 1 1 1 1 4
201	9	1 1 1 1 1 1 1 1 4
202	10	1 1 1 1 1 1 1 1 2 2
203	4	1 2 3 6
204	7	1 1 1 1 1 3 4
205	8	1 1 1 1 1 1 1 5
206	7	1 1 1 1 1 1 6
207	4	1 3 3 5
208	8	1 1 1 1 1 1 2 4
209	7	1 1 1 1 1 1 6
210	5	1 1 2 3 5
211	6	1 1 1 1 2 6
212	4	1 1 1 9
213	5	1 1 1 2 7
214	8	1 1 1 1 1 1 1 5
215	9	1 1 1 1 1 1 1 2 3
216	3	1 3 8
217	7	1 1 1 1 1 1 6
218	8	1 1 1 1 1 1 2 4
219	9	1 1 1 1 1 1 1 1 4
220	4	1 1 1 9
221	5	1 1 2 2 6
222	4	1 1 1 9
223	6	1 1 1 1 4 4
224	7	1 1 1 1 1 1 6
225	5	1 1 1 1 8
226	7	1 1 1 1 1 1 6
227	5	1 1 1 2 7
228	3	1 1 10
229	8	1 1 1 1 1 1 2 4
230	4	1 1 1 9
231	5	1 1 1 1 8
232	6	1 1 1 1 1 7
233	1	12
234	6	1 1 1 1 3 5
235	3	1 1 10
236	9	1 1 1 1 1 1 1 1 4
237	9	1 1 1 1 1 1 1 1 4
238	6	1 1 1 1 2 6
239	4	1 1 2 8
240	5	1 1 1 1 8
241	7	1 1 1 1 1 1 6
242	4	1 1 1 9
243	3	1 3 8
244	7	1 1 1 1 1 2 5
245	3	1 1 10
246	2	10 2
247	3	1 4 7
248	3	1 1 10
249	4	1 1 5 5
250	3	1 1 10
251	4	1 1 2 8
252	6	1 1 1 1 2 6
253	9	1 1 1 1 1 1 1 1 4
254	3	2 4 6
255	11	1 1 1 1 1 1 1 1 1 1 2
256	4	1 1 3 7
257	4	1 1 1 9
258	5	1 1 1 1 8
259	4	1 1 1 9
260	5	1 1 1 4 5
261	5	1 1 1 1 8
262	5	1 1 1 1 8
263	5	1 1 1 2 7
264	9	1 1 1 1 1 1 1 2 3
265	2	1 11
266	7	1 1 1 1 1 3 4
267	7	1 1 1 1 1 3 4
268	4	1 1 1 9
269	7	1 1 1 1 1 1 6
270	11	1 1 1 1 1 1 1 1 1 1 2
271	6	1 1 1 2 2 5
272	1	12
273	3	2 2 8
274	6	1 1 1 1 1 7
275	8	1 1 1 1 1 1 1 5
276	8	1 1 1 1 1 1 1 5
277	6	1 1 1 1 1 7
278	11	1 1 1 1 1 1 1 1 1 1 2
279	7	1 1 1 1 1 2 5
280	6	1 1 1 1 1 7
281	6	1 1 1 1 3 5
282	7	1 1 1 1 1 2 5
283	9	1 1 1 1 1 1 1 1 4
284	5	1 1 1 1 8
285	5	1 1 1 2 7
286	8	1 1 1 1 1 1 1 5
287	8	1 1 1 1 1 1 1 5
288	5	1 1 1 2 7
289	4	1 2 2 7
290	7	1 1 1 1 1 2 5
291	9	1 1 1 1 1 1 1 1 4
292	2	10 2
293	6	1 1 1 1 2 6
294	3	1 2 9
295	4	1 1 2 8
296	7	1 1 1 1 1 2 5
297	11	1 1 1 1 1 1 1 1 1 1 2
298	3	2 4 6
299	5	1 1 1 1 8
300	4	1 1 3 7
301	2	1 11
302	2	5 7
303	5	1 1 1 4 5
304	7	1 1 1 1 1 3 4
305	5	1 1 2 2 6
306	2	1 11
307	3	1 5 6
308	7	1 1 1 1 1 2 5
309	6	1 1 1 1 3 5
310	7	1 1 1 1 1 2 5
311	6	1 1 1 1 1 7
312	7	1 1 1 1 1 1 6
313	5	1 1 1 1 8
314	4	1 1 2 8
315	3	1 2 9
316	6	1 1 1 1 1 7
317	4	1 1 2 8
318	11	1 1 1 1 1 1 1 1 1 1 2
319	1	12
320	5	1 1 1 2 7
321	6	1 1 1 1 2 6
322	5	1 1 1 2 7
323	3	1 1 10
324	8	1 1 1 1 1 1 2 4
325	5	1 1 1 1 8
326	9	1 1 1 1 1 1 1 1 4
327	5	1 1 1 1 8
328	2	10 2
329	9	1 1 1 1 1 1 1 1 4
330	4	1 1 1 9
331	3	1 1 10
332	10	1 1 1 1 1 1 1 1 1 3
333	12	1 1 1 1 1 1 1 1 1 1 1 1
334	12	1 1 1 1 1 1 1 1 1 1 1 1
335	12	1 1 1 1 1 1 1 1 1 1 1 1
336	3	1 2 9
337	4	1 1 2 8
338	6	1 1 1 1 1 7
339	7	1 1 1 1 1 2 5
340	7	1 1 1 1 1 1 6
341	3	1 3 8
342	3	1 1 10
343	10	1 1 1 1 1 1 1 1 1 3
344	4	1 1 1 9
345	3	1 1 10
346	8	1 1 1 1 1 1 1 5
347	3	1 1 10
348	6	1 1 1 1 1 7
349	3	1 2 9
350	2	1 11
351	7	1 1 1 1 1 1 6
352	7	1 1 1 1 1 2 5
353	6	1 1 1 2 2 5
354	5	1 1 1 3 6
355	9	1 1 1 1 1 1 1 2 3
356	9	1 1 1 1 1 1 1 2 3
357	5	1 1 2 3 5
358	9	1 1 1 1 1 1 1 2 3
359	5	1 1 1 2 7
360	8	1 1 1 1 1 1 2 4
361	9	1 1 1 1 1 1 1 1 4
362	5	1 1 1 1 8
363	5	1 1 1 1 8
364	4	2 2 2 6
365	7	1 1 1 1 1 1 6
366	5	1 1 1 2 7
367	7	1 1 1 1 1 1 6
368	6	1 1 1 1 1 7
369	4	1 1 1 9
370	4	1 1 4 6
371	4	1 1 2 8
372	8	1 1 1 1 1 1 2 4
373	7	1 1 1 1 1 1 6
374	4	1 1 1 9
375	8	1 1 1 1 1 2 2 3
376	5	1 1 1 4 5
377	6	1 1 1 1 1 7
378	7	1 1 1 1 1 2 5
379	10	1 1 1 1 1 1 1 1 1 3
380	4	1 1 1 9
381	8	1 1 1 1 1 2 2 3
382	5	1 1 1 1 8
383	6	1 1 1 1 2 6
384	4	1 2 2 7
385	4	1 1 2 8
386	6	1 1 1 1 2 6
387	5	1 1 1 2 7
388	3	1 2 9
389	5	1 1 1 1 8
390	8	1 1 1 1 1 1 2 4
391	6	1 1 1 2 3 4
392	6	1 1 1 1 1 7
393	8	1 1 1 1 1 1 2 4
394	10	1 1 1 1 1 1 1 1 1 3
395	4	1 1 4 6
396	9	1 1 1 1 1 1 1 2 3
397	11	1 1 1 1 1 1 1 1 1 1 2
398	5	1 1 1 1 8
399	5	1 1 1 3 6
400	5	1 1 1 1 8
401	9	1 1 1 1 1 1 1 2 3
402	5	1 1 1 4 5
403	9	1 1 1 1 1 1 1 2 3
404	8	1 1 1 1 1 1 3 3
405	9	1 1 1 1 1 1 1 1 4
406	5	1 1 1 1 8
407	1	12
408	6	1 1 1 1 3 5
409	8	1 1 1 1 1 1 2 4
410	5	1 1 1 1 8
411	1	12
412	6	1 1 1 1 1 7
413	2	10 2
414	5	1 1 2 3 5
415	3	1 2 9
416	6	1 1 1 2 2 5
417	5	1 1 1 1 8
418	10	1 1 1 1 1 1 1 1 2 2
419	8	1 1 1 1 1 1 1 5
420	7	1 1 1 1 1 1 6
421	4	1 1 2 8
422	1	12
423	4	1 1 3 7
424	5	1 1 2 2 6
425	5	1 1 3 3 4
426	8	1 1 1 1 1 1 1 5
427	5	1 1 1 2 7
428	7	1 1 1 1 1 3 4
429	7	1 1 1 1 2 2 4
430	8	1 1 1 1 1 1 1 5
431	4	1 1 1 9
432	7	1 1 1 1 1 3 4
433	2	1 11
434	9	1 1 1 1 1 1 1 1 4
435	3	2 4 6
436	6	1 1 1 1 1 7
437	10	1 1 1 1 1 1 1 1 1 3
438	5	1 1 1 2 7
439	10	1 1 1 1 1 1 1 1 1 3
440	4	1 1 1 9
441	6	1 1 1 2 2 5
442	8	1 1 1 1 1 1 2 4
443	10	1 1 1 1 1 1 1 1 1 3
444	7	1 1 1 1 1 1 6
445	6	1 1 1 1 2 6
446	2	10 2
447	5	1 1 1 4 5
448	6	1 1 1 1 4 4
449	7	1 1 1 1 1 3 4
450	3	1 1 10
451	9	1 1 1 1 1 1 1 2 3
452	2	5 7
453	5	1 1 1 4 5
454	4	1 1 1 9
455	7	1 1 1 1 1 2 5
456	7	1 1 1 1 1 3 4
457	6	1 1 1 1 1 7
458	11	1 1 1 1 1 1 1 1 1 1 2
459	6	1 1 1 1 4 4
460	8	1 1 1 1 1 1 1 5
461	3	1 1 10
462	5	1 1 2 2 6
463	10	1 1 1 1 1 1 1 1 2 2
464	1	12
465	7	1 1 1 1 1 3 4
466	5	1 1 1 1 8
467	3	1 1 10
468	3	1 1 10
469	4	1 1 1 9
470	2	10 2
471	2	1 11
472	1	12
473	3	1 1 10
474	4	1 1 1 9
475	6	1 1 1 2 2 5
476	4	1 1 2 8
477	8	1 1 1 1 1 1 2 4
478	10	1 1 1 1 1 1 1 1 1 3
479	2	1 11
480	6	1 1 1 1 1 7
481	10	1 1 1 1 1 1 1 1 1 3
482	2	1 11
483	4	1 1 1 9
484	6	1 1 1 1 1 7
485	2	1 11
486	3	1 1 10
487	3	1 1 10
488	3	1 1 10
489	4	1 1 1 9
490	3	1 3 8
491	6	1 1 1 2 2 5
492	4	1 1 1 9
493	3	1 2 9
494	3	1 1 10
495	3	1 2 9
496	4	1 1 1 9
497	3	1 1 10
498	4	1 1 1 9
499	4	1 1 1 9
500	3	1 1 10
501	4	1 1 1 9
502	5	1 1 1 1 8
503	5	1 1 1 1 8
504	3	1 5 6
505	7	1 1 1 1 1 3 4
506	3	1 1 10
507	8	1 1 1 1 1 1 1 5
508	2	1 11
509	6	1 1 1 1 1 7
510	3	1 3 8
511	5	1 1 1 1 8
512	7	1 1 1 1 1 1 6
513	6	1 1 1 1 1 7
514	6	1 1 1 1 1 7
515	6	1 1 1 1 1 7
516	9	1 1 1 1 1 1 1 1 4
517	4	1 1 4 6
518	5	1 1 1 1 8
519	5	1 1 1 1 8
520	8	1 1 1 1 1 1 2 4
521	5	1 1 1 1 8
522	5	1 1 1 2 7
523	3	1 2 9
524	5	1 1 1 4 5
525	6	1 1 1 2 2 5
526	7	1 1 1 1 1 1 6
527	6	1 1 1 1 2 6
528	2	1 11
529	7	1 1 1 1 1 1 6
530	4	1 1 1 9
531	3	1 1 10
532	3	1 1 10
533	2	1 11
534	5	1 1 1 1 8
535	4	1 2 4 5
536	7	1 1 1 1 1 3 4
537	6	1 1 1 1 1 7
538	6	1 1 1 1 1 7
539	4	1 1 2 8
540	4	1 1 2 8
541	9	1 1 1 1 1 1 1 1 4
542	4	1 1 2 8
543	7	1 1 1 1 1 1 6
544	4	1 1 1 9
545	6	1 1 1 1 2 6
546	5	1 1 1 1 8
547	3	1 1 10
548	5	1 1 1 2 7
549	7	1 1 1 1 1 1 6
550	6	1 1 1 3 3 3
551	6	1 1 1 1 3 5
552	2	10 2
553	7	1 1 1 1 1 2 5
554	7	1 1 1 1 1 1 6
555	3	1 2 9
556	4	1 1 1 9
557	3	1 1 10
558	6	1 1 1 2 2 5
559	10	1 1 1 1 1 1 1 1 2 2
560	6	1 1 1 1 2 6
561	9	1 1 1 1 1 1 1 2 3
562	5	1 1 1 1 8
563	5	1 1 2 2 6
564	7	1 1 1 1 1 1 6
565	7	1 1 1 1 1 1 6
566	4	1 1 3 7
567	4	1 1 2 8
568	2	1 11
569	7	1 1 1 1 1 2 5
570	7	1 1 1 1 1 2 5
571	5	1 1 2 3 5
572	7	1 1 1 1 1 2 5
573	7	1 1 1 1 1 2 5
574	2	1 11
575	6	1 1 1 1 2 6
576	6	1 1 1 2 2 5
577	3	1 1 10
578	4	1 1 1 9
579	5	1 1 1 1 8
580	5	1 1 2 4 4
581	3	1 1 10
582	9	1 1 1 1 1 1 1 1 4
583	3	1 4 7
584	5	1 1 1 1 8
585	4	1 1 1 9
586	2	1 11
587	5	1 1 1 1 8
588	6	1 1 1 1 2 6
589	4	1 1 1 9
590	4	1 1 1 9
591	4	1 2 3 6
592	7	1 1 1 1 1 3 4
593	6	1 1 1 1 1 7
594	9	1 1 1 1 1 1 1 1 4
595	5	1 1 1 1 8
596	5	1 1 1 1 8
597	8	1 1 1 1 1 1 1 5
598	4	1 2 4 5
599	10	1 1 1 1 1 1 1 1 1 3
600	2	1 11
601	4	1 1 2 8
602	7	1 1 1 1 2 2 4
603	11	1 1 1 1 1 1 1 1 1 1 2
604	6	1 1 1 1 2 6
605	8	1 1 1 1 1 1 3 3
606	6	1 1 1 2 3 4
607	6	1 1 1 1 1 7
608	3	1 1 10
609	3	1 2 9
610	6	1 1 1 1 2 6
611	7	1 1 1 1 1 2 5
612	6	1 1 1 1 3 5
613	3	1 2 9
614	5	1 1 2 3 5
615	6	1 1 1 1 1 7
616	9	1 1 1 1 1 1 1 1 4
617	6	1 1 1 1 1 7
618	6	1 1 2 2 2 4
619	5	1 1 1 2 7
620	7	1 1 1 1 1 2 5
621	6	1 1 1 2 3 4
622	7	1 1 1 1 1 3 4
623	5	1 1 1 1 8
624	7	1 1 1 1 1 2 5
625	4	1 2 2 7
626	7	1 1 1 1 1 1 6
627	5	1 1 1 3 6
628	9	1 1 1 1 1 1 2 2 2
629	2	10 2
630	6	1 1 1 1 3 5
631	7	1 1 1 1 1 1 6
632	6	1 1 1 1 1 7
633	4	1 1 1 9
634	4	1 1 5 5
635	6	1 1 1 1 1 7
636	8	1 1 1 1 1 1 2 4
637	6	1 1 1 1 1 7
638	6	1 1 1 1 2 6
639	5	1 1 1 4 5
640	7	1 1 1 1 1 1 6
641	7	1 1 1 1 1 2 5
642	8	1 1 1 1 1 1 1 5
643	4	1 2 3 6
644	7	1 1 1 1 1 2 5
645	5	1 1 1 2 7
646	7	1 1 1 1 1 2 5
647	8	1 1 1 1 1 1 1 5
648	5	1 1 1 1 8
649	7	1 1 1 1 1 3 4
650	7	1 1 1 1 1 1 6
651	10	1 1 1 1 1 1 1 1 1 3
652	7	1 1 1 1 1 1 6
653	4	1 1 1 9
654	4	1 1 1 9
655	7	1 1 1 1 1 2 5
656	4	1 1 1 9
657	3	1 2 9
658	8	1 1 1 1 1 1 2 4
659	10	1 1 1 1 1 1 1 1 1 3
660	6	1 1 1 1 1 7
661	5	1 1 1 1 8
662	8	1 1 1 1 1 2 2 3
663	7	1 1 1 1 2 2 4
664	7	1 1 1 1 1 1 6
665	8	1 1 1 1 1 1 2 4
666	4	1 1 1 9
667	8	1 1 1 1 1 1 2 4
668	6	1 1 1 1 2 6
669	3	1 2 9
670	6	1 1 1 1 1 7
671	9	1 1 1 1 1 1 1 1 4
672	7	1 1 1 1 1 1 6
673	7	1 1 1 1 2 2 4
674	5	1 1 1 2 7
675	5	1 1 1 2 7
676	8	1 1 1 1 1 1 1 5
677	9	1 1 1 1 1 1 1 1 4
678	10	1 1 1 1 1 1 1 1 1 3
679	6	1 1 1 2 2 5
680	4	1 1 3 7
681	3	2 3 7
682	8	1 1 1 1 1 1 1 5
683	6	1 1 1 2 2 5
684	6	1 1 1 1 1 7
685	6	1 1 1 1 2 6
686	8	1 1 1 1 1 1 1 5
687	7	1 1 1 1 1 3 4
688	3	1 1 10
689	2	1 11
690	5	1 1 1 3 6
691	4	1 2 4 5
692	6	1 1 1 1 1 7
693	4	1 1 1 9
694	6	1 1 1 2 2 5
695	9	1 1 1 1 1 1 1 1 4
696	6	1 1 1 1 2 6
697	5	1 1 1 2 7
698	8	1 1 1 1 1 1 2 4
699	2	1 11
700	8	1 1 1 1 1 1 1 5
701	5	1 1 1 1 8
702	4	2 2 2 6
703	8	1 1 1 1 1 1 3 3
704	3	1 1 10
705	8	1 1 1 1 1 1 1 5
706	9	1 1 1 1 1 1 1 2 3
707	7	1 1 1 1 1 1 6
708	4	1 1 2 8
709	9	1 1 1 1 1 1 2 2 2
710	10	1 1 1 1 1 1 1 1 1 3
711	7	1 1 1 1 1 1 6
712	5	1 1 1 1 8
713	8	1 1 1 1 1 1 1 5
714	5	1 1 1 1 8
715	8	1 1 1 1 1 1 2 4
716	6	1 1 1 1 3 5
717	2	1 11
718	5	1 1 2 2 6
719	7	1 1 1 1 1 2 5
720	5	1 1 1 1 8
721	5	1 1 1 1 8
722	2	10 2
723	3	1 2 9
724	7	1 1 1 1 1 1 6
725	9	1 1 1 1 1 1 1 1 4
726	8	1 1 1 1 1 1 2 4
727	8	1 1 1 1 1 1 2 4
728	3	1 1 10
729	7	1 1 1 1 2 2 4
730	4	1 1 1 9
731	9	1 1 1 1 1 1 1 1 4
732	5	1 1 1 1 8
733	9	1 1 1 1 1 1 1 1 4
734	6	1 1 1 1 1 7
735	6	1 1 1 2 2 5
736	4	1 1 1 9
737	5	1 1 2 3 5
738	8	1 1 1 1 1 1 1 5
739	9	1 1 1 1 1 1 1 2 3
740	3	1 1 10
741	3	1 1 10
742	7	1 1 1 1 1 3 4
743	5	1 1 1 2 7
744	6	1 1 1 1 1 7
745	5	1 1 1 1 8
746	8	1 1 1 1 1 1 1 5
747	8	1 1 1 1 1 1 1 5
748	4	1 1 1 9
749	6	1 1 1 1 1 7
750	8	1 1 1 1 1 1 1 5
751	9	1 1 1 1 1 1 1 1 4
752	2	3 9
753	4	1 1 1 9
754	6	1 1 1 1 2 6
755	9	1 1 1 1 1 1 1 1 4
756	6	1 1 1 1 2 6
757	6	1 1 1 1 2 6
758	5	1 1 1 1 8
759	8	1 1 1 1 1 1 1 5
760	6	1 1 1 1 1 7
761	5	1 1 1 1 8
762	7	1 1 1 1 1 1 6
763	6	1 1 1 1 4 4
764	7	1 1 1 1 1 1 6
765	6	1 1 1 1 3 5
766	8	1 1 1 1 1 1 1 5
767	6	1 1 1 1 3 5
768	11	1 1 1 1 1 1 1 1 1 1 2
769	7	1 1 1 1 1 2 5
770	5	1 1 1 2 7
771	8	1 1 1 1 1 2 2 3
772	4	1 1 1 9
773	4	1 1 3 7
774	9	1 1 1 1 1 1 1 1 4
775	3	1 2 9
776	6	1 1 1 1 3 5
777	6	1 1 1 1 1 7
778	9	1 1 1 1 1 1 1 2 3
779	8	1 1 1 1 1 1 1 5
780	10	1 1 1 1 1 1 1 1 1 3
781	3	1 1 10
782	6	1 1 1 1 3 5
783	8	1 1 1 1 1 1 2 4
784	7	1 1 1 1 1 3 4
785	6	1 1 1 2 3 4
786	9	1 1 1 1 1 1 1 2 3
787	9	1 1 1 1 1 1 2 2 2
788	6	1 1 1 2 3 4
789	6	1 1 2 2 3 3
790	8	1 1 1 1 1 1 1 5
791	3	1 3 8
792	11	1 1 1 1 1 1 1 1 1 1 2
793	6	1 1 1 1 2 6
794	6	1 1 1 1 2 6
795	3	1 1 10
796	3	1 1 10
797	7	1 1 1 1 1 1 6
798	7	1 1 1 1 1 3 4
799	9	1 1 1 1 1 1 1 1 4
800	8	1 1 1 1 1 1 3 3
801	8	1 1 1 1 1 1 2 4
802	5	1 1 1 1 8
803	4	1 1 2 8
804	4	1 1 1 9
805	6	1 1 1 1 1 7
806	2	1 11
807	6	1 1 1 1 2 6
808	5	1 1 1 3 6
809	7	1 1 1 1 2 2 4
810	4	1 1 1 9
811	5	1 1 1 4 5
812	6	1 1 1 1 4 4
813	5	1 1 1 3 6
814	5	1 1 1 3 6
815	8	1 1 1 1 1 1 2 4
816	2	1 11
817	5	1 1 1 1 8
818	7	1 1 1 1 1 1 6
819	9	1 1 1 1 1 1 1 2 3
820	7	1 1 1 1 1 2 5
821	10	1 1 1 1 1 1 1 1 1 3
822	5	1 1 1 1 8
823	8	1 1 1 1 1 1 1 5
824	8	1 1 1 1 1 1 1 5
825	5	1 1 1 1 8
826	9	1 1 1 1 1 1 1 1 4
827	4	1 1 1 9
828	5	1 1 1 1 8
829	8	1 1 1 1 1 1 2 4
830	4	1 1 2 8
831	6	1 1 1 1 2 6
832	7	1 1 1 1 1 1 6
833	4	1 1 2 8
834	10	1 1 1 1 1 1 1 1 1 3
835	5	1 1 1 2 7
836	8	1 1 1 1 1 1 1 5
837	9	1 1 1 1 1 1 1 1 4
838	9	1 1 1 1 1 1 1 1 4
839	6	1 1 1 1 4 4
840	8	1 1 1 1 1 1 2 4
841	8	1 1 1 1 1 2 2 3
842	4	1 1 1 9
843	4	1 1 1 9
844	5	1 1 1 1 8
845	5	1 1 1 3 6
846	4	1 1 1 9
847	4	1 1 1 9
848	5	1 1 1 1 8
849	6	1 1 1 1 3 5
850	7	1 1 1 1 1 1 6
851	10	1 1 1 1 1 1 1 1 2 2
852	7	1 1 1 1 1 1 6
853	6	1 1 1 1 2 6
854	6	1 1 1 1 2 6
855	3	1 1 10
856	2	1 11
857	7	1 1 1 1 1 1 6
858	7	1 1 1 1 1 1 6
859	5	1 1 1 4 5
860	7	1 1 1 1 1 1 6
861	3	1 1 10
862	7	1 1 1 1 1 2 5
863	5	1 1 1 1 8
864	6	1 1 1 1 2 6
865	2	1 11
866	5	1 1 1 1 8
867	5	1 1 1 3 6
868	5	1 1 1 3 6
869	3	1 3 8
870	6	1 1 1 1 3 5
871	2	1 11
872	4	1 1 2 8
873	4	1 1 1 9
874	3	1 3 8
875	11	1 1 1 1 1 1 1 1 1 1 2
876	3	2 2 8
877	4	1 1 2 8
878	5	1 1 1 3 6
879	3	1 1 10
880	9	1 1 1 1 1 1 1 2 3
881	4	1 1 3 7
882	8	1 1 1 1 1 1 2 4
883	5	1 1 1 1 8
884	5	1 1 2 3 5
885	7	1 1 1 1 1 2 5
886	6	1 1 1 1 1 7
887	5	1 1 1 2 7
888	5	1 1 1 1 8
889	9	1 1 1 1 1 1 1 2 3
890	8	1 1 1 1 1 1 1 5
891	4	1 1 2 8
892	7	1 1 1 1 1 1 6
